object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,27.0,640.0,68.0,646.0,74.0,642.6667,70.666664
1,0,2,0,Callose,1.0,0.0,47.0,413.0,93.0,419.0,105.0,416.14893,97.80851
2,0,3,0,Callose,1.0,0.0,52.0,298.0,104.0,305.0,115.0,301.21155,109.63461
3,0,4,0,Callose,1.0,0.0,75.0,494.0,125.0,502.0,137.0,497.52,130.54666
4,0,5,0,Callose,1.0,0.0,50.0,559.0,128.0,566.0,137.0,561.82,132.12
5,0,6,0,Callose,1.0,0.0,25.0,424.0,156.0,428.0,163.0,425.56,159.12
6,0,7,0,Callose,1.0,0.0,47.0,702.0,165.0,710.0,172.0,705.8511,167.89362
7,0,8,0,Callose,1.0,0.0,49.0,241.0,187.0,250.0,195.0,245.06122,190.34694
8,0,9,0,Callose,1.0,0.0,51.0,344.0,199.0,351.0,208.0,346.90195,203.11765
9,0,10,0,Callose,1.0,0.0,46.0,397.0,207.0,402.0,217.0,399.06522,211.32608
10,0,11,0,Callose,1.0,0.0,120.0,360.0,261.0,368.0,281.0,363.70834,270.45834
11,0,12,0,Callose,1.0,0.0,79.0,580.0,284.0,589.0,295.0,583.9241,288.6962
12,0,13,0,Callose,1.0,0.0,51.0,643.0,290.0,651.0,298.0,646.451,293.2157
13,0,14,0,Callose,1.0,0.0,42.0,480.0,301.0,489.0,309.0,484.33334,304.88095
14,0,15,0,Callose,1.0,0.0,21.0,309.0,338.0,314.0,343.0,311.0,340.0
15,0,16,0,Callose,1.0,0.0,58.0,513.0,339.0,521.0,352.0,517.069,344.7931
16,0,17,0,Callose,1.0,0.0,68.0,675.0,343.0,684.0,355.0,679.0294,348.85294
17,0,18,0,Callose,1.0,0.0,53.0,166.0,349.0,173.0,359.0,169.37737,353.30188
18,0,19,0,Callose,1.0,0.0,26.0,589.0,362.0,594.0,369.0,590.6923,364.96155
19,0,20,0,Callose,1.0,0.0,55.0,651.0,365.0,658.0,375.0,653.94543,369.54544
20,0,21,0,Callose,1.0,0.0,116.0,371.0,408.0,382.0,422.0,376.19827,414.5345
21,0,22,0,Callose,1.0,0.0,28.0,259.0,413.0,264.0,420.0,260.9643,416.10715
22,0,23,0,Callose,1.0,0.0,47.0,653.0,419.0,660.0,427.0,655.8298,422.29788
23,0,24,0,Callose,1.0,0.0,22.0,128.0,422.0,133.0,427.0,129.90909,424.0909
24,0,25,0,Callose,1.0,0.0,42.0,901.0,437.0,908.0,445.0,903.6429,440.35715
25,0,26,0,Callose,1.0,0.0,28.0,2.0,462.0,7.0,469.0,3.7142856,465.10715
26,0,27,0,Callose,1.0,0.0,41.0,676.0,470.0,682.0,479.0,678.29266,473.95123
27,0,28,0,Callose,1.0,0.0,35.0,277.0,482.0,282.0,490.0,278.85715,485.77142
28,0,29,0,Callose,1.0,0.0,45.0,676.0,494.0,683.0,503.0,678.8222,498.26666
29,0,30,0,Callose,1.0,0.0,35.0,582.0,508.0,586.0,519.0,583.3143,513.1429
30,0,31,0,Callose,1.0,0.0,59.0,49.0,517.0,56.0,530.0,52.152542,523.38983
31,0,32,0,Callose,1.0,0.0,24.0,699.0,533.0,704.0,539.0,700.875,535.6667
32,0,33,0,Callose,1.0,0.0,43.0,783.0,540.0,791.0,547.0,786.4651,543.06976
33,0,34,0,Callose,1.0,0.0,33.0,250.0,556.0,254.0,565.0,251.63637,560.0909
34,0,35,0,Callose,1.0,0.0,60.0,677.0,556.0,682.0,570.0,679.05,562.7
35,0,36,0,Callose,1.0,0.0,66.0,524.0,578.0,534.0,588.0,529.4394,582.69696
36,0,37,0,Callose,1.0,0.0,60.0,176.0,590.0,185.0,600.0,179.96666,594.55
37,0,38,0,Callose,1.0,0.0,49.0,644.0,608.0,650.0,621.0,646.449,613.95917
38,0,39,0,Callose,1.0,0.0,52.0,682.0,622.0,690.0,630.0,685.4039,625.6923
39,0,40,0,Callose,1.0,0.0,96.0,696.0,638.0,706.0,650.0,700.9375,643.8958
40,0,41,0,Callose,1.0,0.0,116.0,669.0,642.0,682.0,654.0,675.0259,647.069
41,0,42,0,Callose,1.0,0.0,48.0,639.0,669.0,649.0,675.0,643.7917,671.7083
42,0,43,0,Callose,1.0,0.0,58.0,331.0,711.0,339.0,720.0,334.4655,714.89655
43,0,44,0,Callose,1.0,0.0,53.0,582.0,724.0,589.0,734.0,585.0,728.9434
44,0,45,0,Callose,1.0,0.0,65.0,929.0,756.0,937.0,767.0,932.61536,761.24615
45,0,46,0,Callose,1.0,0.0,40.0,711.0,760.0,718.0,767.0,714.025,762.675
46,0,47,0,Callose,1.0,0.0,62.0,692.0,767.0,702.0,776.0,696.70966,771.24194
47,0,48,0,Callose,1.0,0.0,48.0,960.0,773.0,968.0,781.0,963.2917,776.5
48,0,49,0,Callose,1.0,0.0,43.0,913.0,824.0,922.0,830.0,916.72095,826.3023
49,0,50,0,Callose,1.0,0.0,40.0,694.0,837.0,702.0,843.0,697.325,839.775
50,0,51,0,Callose,1.0,0.0,46.0,790.0,882.0,796.0,892.0,792.3913,886.913
51,0,52,0,Callose,1.0,0.0,65.0,706.0,919.0,714.0,929.0,709.5231,923.3538
52,0,53,0,Callose,1.0,0.0,48.0,778.0,941.0,785.0,949.0,780.875,944.7292
53,0,54,0,Callose,1.0,0.0,147.0,652.0,949.0,672.0,959.0,661.1905,953.11566
54,0,55,0,Callose,1.0,0.0,23.0,660.0,973.0,666.0,978.0,662.3913,974.7826
55,0,56,0,Callose,1.0,0.0,22.0,665.0,988.0,670.0,993.0,666.9091,990.0909
56,0,57,0,Callose,1.0,0.0,30.0,947.0,1020.0,956.0,1024.0,951.6667,1021.6667
