object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,47.0,165.0,6.0,173.0,14.0,168.57446,8.978724
1,0,2,0,Callose,1.0,0.0,79.0,204.0,21.0,213.0,33.0,207.68355,26.01266
2,0,3,0,Callose,1.0,0.0,45.0,273.0,40.0,278.0,51.0,275.0889,44.466667
3,0,4,0,Callose,1.0,0.0,98.0,148.0,41.0,157.0,54.0,151.96939,46.938774
4,0,5,0,Callose,1.0,0.0,66.0,336.0,61.0,347.0,73.0,340.0,67.030304
5,0,6,0,Callose,1.0,0.0,27.0,308.0,62.0,313.0,69.0,310.0,65.37037
6,0,7,0,Callose,1.0,0.0,45.0,213.0,71.0,220.0,80.0,215.82222,74.888885
7,0,8,0,Callose,1.0,0.0,51.0,695.0,108.0,704.0,116.0,699.17645,110.86275
8,0,9,0,Callose,1.0,0.0,46.0,284.0,130.0,289.0,142.0,286.1087,135.06522
9,0,10,0,Callose,1.0,0.0,87.0,121.0,131.0,130.0,143.0,125.05747,136.43678
10,0,11,0,Callose,1.0,0.0,24.0,281.0,161.0,285.0,168.0,282.375,163.95833
11,0,12,0,Callose,1.0,0.0,35.0,115.0,224.0,121.0,232.0,117.48572,227.05714
12,0,13,0,Callose,1.0,0.0,27.0,778.0,242.0,785.0,248.0,780.7037,244.92592
13,0,14,0,Callose,1.0,0.0,27.0,150.0,329.0,156.0,336.0,152.0,331.8889
14,0,15,0,Callose,1.0,0.0,35.0,137.0,331.0,143.0,339.0,139.37143,334.51428
15,0,16,0,Callose,1.0,0.0,27.0,532.0,405.0,537.0,411.0,534.0741,407.5926
16,0,17,0,Callose,1.0,0.0,123.0,627.0,427.0,638.0,442.0,632.04065,433.5691
17,0,18,0,Callose,1.0,0.0,41.0,646.0,499.0,653.0,506.0,648.8049,501.65854
18,0,19,0,Callose,1.0,0.0,47.0,289.0,521.0,297.0,529.0,292.5532,524.34045
19,0,20,0,Callose,1.0,0.0,112.0,337.0,609.0,348.0,624.0,342.2857,615.9196
20,0,21,0,Callose,1.0,0.0,115.0,593.0,667.0,604.0,683.0,597.86084,674.9478
21,0,22,0,Callose,1.0,0.0,30.0,681.0,693.0,685.0,702.0,682.6667,696.8333
22,0,23,0,Callose,1.0,0.0,61.0,368.0,737.0,376.0,746.0,371.44263,740.60657
23,0,24,0,Callose,1.0,0.0,55.0,437.0,741.0,444.0,752.0,439.45456,746.34546
24,0,25,0,Callose,1.0,0.0,44.0,539.0,757.0,546.0,765.0,542.0,760.5
25,0,26,0,Callose,1.0,0.0,43.0,732.0,778.0,739.0,786.0,735.06976,781.4651
26,0,27,0,Callose,1.0,0.0,23.0,613.0,782.0,619.0,787.0,615.04346,783.913
27,0,28,0,Callose,1.0,0.0,160.0,401.0,803.0,417.0,816.0,408.1625,809.05
28,0,29,0,Callose,1.0,0.0,41.0,381.0,804.0,392.0,809.0,386.5122,806.1707
29,0,30,0,Callose,1.0,0.0,40.0,423.0,812.0,431.0,819.0,426.075,815.325
30,0,31,0,Callose,1.0,0.0,112.0,444.0,815.0,459.0,826.0,451.25894,820.0268
31,0,32,0,Callose,1.0,0.0,90.0,391.0,822.0,404.0,832.0,396.64444,826.3778
32,0,33,0,Callose,1.0,0.0,31.0,247.0,829.0,253.0,835.0,249.58064,831.5484
33,0,34,0,Callose,1.0,0.0,37.0,539.0,832.0,546.0,839.0,542.2973,835.13513
34,0,35,0,Callose,1.0,0.0,24.0,408.0,838.0,413.0,844.0,410.04166,840.2917
35,0,36,0,Callose,1.0,0.0,328.0,421.0,844.0,461.0,875.0,441.34146,858.5335
36,0,37,0,Callose,1.0,0.0,24.0,461.0,855.0,466.0,861.0,463.33334,857.625
37,0,38,0,Callose,1.0,0.0,106.0,387.0,857.0,396.0,872.0,390.9151,863.49054
38,0,39,0,Callose,1.0,0.0,494.0,538.0,870.0,587.0,898.0,563.3947,884.2875
39,0,40,0,Callose,1.0,0.0,84.0,393.0,882.0,402.0,894.0,396.75,887.9167
40,0,41,0,Callose,1.0,0.0,46.0,748.0,885.0,755.0,895.0,750.93475,888.9783
41,0,42,0,Callose,1.0,0.0,94.0,863.0,897.0,873.0,910.0,867.55316,902.42554
42,0,43,0,Callose,1.0,0.0,102.0,166.0,908.0,178.0,921.0,171.34314,914.3137
43,0,44,0,Callose,1.0,0.0,40.0,697.0,915.0,703.0,923.0,699.525,918.65
44,0,45,0,Callose,1.0,0.0,86.0,640.0,927.0,651.0,937.0,645.2442,931.51166
45,0,46,0,Callose,1.0,0.0,47.0,750.0,938.0,758.0,946.0,753.68085,941.4681
46,0,47,0,Callose,1.0,0.0,88.0,405.0,958.0,413.0,971.0,408.57956,964.13635
47,0,48,0,Callose,1.0,0.0,56.0,404.0,990.0,411.0,1000.0,407.07144,994.1429
48,0,49,0,Callose,1.0,0.0,59.0,468.0,994.0,477.0,1003.0,471.30508,997.9661
49,0,50,0,Callose,1.0,0.0,55.0,320.0,1002.0,328.0,1011.0,323.36365,1005.6
