object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,58.0,832.0,25.0,840.0,35.0,835.7414,29.551723
1,0,2,0,Callose,1.0,0.0,38.0,725.0,58.0,733.0,65.0,728.5789,61.13158
2,0,3,0,Callose,1.0,0.0,49.0,953.0,96.0,963.0,102.0,957.69385,98.04082
3,0,4,0,Callose,1.0,0.0,99.0,748.0,98.0,759.0,110.0,752.7475,103.71717
4,0,5,0,Callose,1.0,0.0,22.0,747.0,168.0,752.0,173.0,749.0909,169.90909
5,0,6,0,Callose,1.0,0.0,105.0,797.0,172.0,809.0,184.0,802.25714,177.34285
6,0,7,0,Callose,1.0,0.0,58.0,837.0,190.0,846.0,201.0,841.2931,194.6207
7,0,8,0,Callose,1.0,0.0,60.0,733.0,199.0,742.0,208.0,736.85,202.88333
8,0,9,0,Callose,1.0,0.0,26.0,690.0,200.0,697.0,205.0,693.03845,202.07692
9,0,10,0,Callose,1.0,0.0,25.0,694.0,205.0,701.0,211.0,697.12,207.4
10,0,11,0,Callose,1.0,0.0,39.0,938.0,209.0,945.0,216.0,941.2564,212.25641
11,0,12,0,Callose,1.0,0.0,113.0,709.0,237.0,720.0,250.0,713.4425,242.54868
12,0,13,0,Callose,1.0,0.0,58.0,649.0,238.0,657.0,248.0,652.39655,242.03448
13,0,14,0,Callose,1.0,0.0,58.0,447.0,256.0,455.0,268.0,450.18967,261.65518
14,0,15,0,Callose,1.0,0.0,60.0,613.0,304.0,622.0,313.0,616.98334,307.6
15,0,16,0,Callose,1.0,0.0,136.0,688.0,307.0,700.0,322.0,693.07355,314.44116
16,0,17,0,Callose,1.0,0.0,148.0,761.0,316.0,774.0,334.0,767.13513,324.54053
17,0,18,0,Callose,1.0,0.0,122.0,649.0,318.0,659.0,333.0,653.40985,324.82788
18,0,19,0,Callose,1.0,0.0,39.0,796.0,321.0,802.0,329.0,798.4359,324.7436
19,0,20,0,Callose,1.0,0.0,29.0,921.0,325.0,927.0,335.0,923.10345,329.86206
20,0,21,0,Callose,1.0,0.0,55.0,632.0,327.0,639.0,336.0,635.1091,331.03638
21,0,22,0,Callose,1.0,0.0,660.0,218.0,340.0,301.0,382.0,257.63635,358.7712
