object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,111.0,562.0,0.0,573.0,13.0,567.1171,6.0
1,0,2,0,Callose,1.0,0.0,41.0,587.0,0.0,594.0,8.0,590.1707,3.487805
2,0,3,0,Callose,1.0,0.0,35.0,747.0,0.0,754.0,6.0,750.0857,2.1142857
3,0,4,0,Callose,1.0,0.0,41.0,762.0,4.0,769.0,12.0,764.8049,7.5365853
4,0,5,0,Callose,1.0,0.0,44.0,582.0,10.0,590.0,17.0,585.5227,12.863636
5,0,6,0,Callose,1.0,0.0,82.0,816.0,11.0,824.0,25.0,819.46344,17.219513
6,0,7,0,Callose,1.0,0.0,59.0,872.0,17.0,882.0,25.0,876.661,20.338984
7,0,8,0,Callose,1.0,0.0,102.0,590.0,19.0,602.0,31.0,595.22546,24.862745
8,0,9,0,Callose,1.0,0.0,22.0,838.0,30.0,843.0,36.0,839.86365,32.227272
9,0,10,0,Callose,1.0,0.0,121.0,751.0,54.0,762.0,74.0,755.719,63.52066
10,0,11,0,Callose,1.0,0.0,65.0,703.0,56.0,713.0,64.0,707.5231,60.03077
11,0,12,0,Callose,1.0,0.0,65.0,762.0,58.0,770.0,68.0,765.4769,62.215385
12,0,13,0,Callose,1.0,0.0,22.0,726.0,67.0,731.0,73.0,728.2727,69.5
13,0,14,0,Callose,1.0,0.0,64.0,586.0,68.0,595.0,77.0,589.8594,71.65625
14,0,15,0,Callose,1.0,0.0,63.0,909.0,70.0,916.0,83.0,912.36505,75.730156
15,0,16,0,Callose,1.0,0.0,49.0,871.0,78.0,878.0,87.0,873.4898,82.16327
16,0,17,0,Callose,1.0,0.0,99.0,617.0,80.0,627.0,93.0,621.44446,86.34344
17,0,18,0,Callose,1.0,0.0,21.0,573.0,89.0,578.0,94.0,575.0,91.0
18,0,19,0,Callose,1.0,0.0,63.0,628.0,92.0,636.0,102.0,632.1429,96.95238
19,0,20,0,Callose,1.0,0.0,96.0,745.0,92.0,753.0,107.0,748.28125,99.114586
20,0,21,0,Callose,1.0,0.0,95.0,635.0,102.0,644.0,116.0,639.0842,108.52631
21,0,22,0,Callose,1.0,0.0,35.0,717.0,109.0,723.0,117.0,719.6857,112.62857
22,0,23,0,Callose,1.0,0.0,52.0,609.0,110.0,617.0,120.0,612.46155,114.61539
23,0,24,0,Callose,1.0,0.0,20.0,825.0,111.0,829.0,117.0,826.5,113.5
24,0,25,0,Callose,1.0,0.0,54.0,795.0,118.0,803.0,127.0,798.7593,122.388885
25,0,26,0,Callose,1.0,0.0,131.0,759.0,124.0,773.0,142.0,765.61835,133.33588
26,0,27,0,Callose,1.0,0.0,67.0,892.0,125.0,903.0,134.0,896.34326,128.22388
27,0,28,0,Callose,1.0,0.0,109.0,720.0,126.0,732.0,139.0,725.0459,131.52293
28,0,29,0,Callose,1.0,0.0,28.0,733.0,138.0,738.0,145.0,735.0714,140.71428
29,0,30,0,Callose,1.0,0.0,71.0,715.0,149.0,723.0,160.0,718.43665,153.80281
30,0,31,0,Callose,1.0,0.0,69.0,736.0,152.0,745.0,162.0,739.942,156.50725
31,0,32,0,Callose,1.0,0.0,57.0,835.0,153.0,843.0,162.0,838.3684,157.0351
32,0,33,0,Callose,1.0,0.0,81.0,626.0,155.0,635.0,167.0,629.7037,160.7284
33,0,34,0,Callose,1.0,0.0,57.0,873.0,161.0,883.0,169.0,876.7544,164.0351
34,0,35,0,Callose,1.0,0.0,24.0,916.0,173.0,922.0,178.0,918.4167,175.16667
35,0,36,0,Callose,1.0,0.0,73.0,773.0,178.0,782.0,189.0,777.0548,182.9315
36,0,37,0,Callose,1.0,0.0,21.0,612.0,184.0,617.0,189.0,614.0,186.0
37,0,38,0,Callose,1.0,0.0,30.0,703.0,186.0,709.0,193.0,705.76666,189.03334
