object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,118.0,823.0,0.0,838.0,12.0,829.4661,5.118644
1,0,2,0,Callose,1.0,0.0,130.0,861.0,28.0,871.0,45.0,865.54614,36.161537
2,0,3,0,Callose,1.0,0.0,38.0,792.0,34.0,798.0,41.0,794.3684,36.92105
3,0,4,0,Callose,1.0,0.0,43.0,890.0,36.0,897.0,44.0,893.06976,39.76744
4,0,5,0,Callose,1.0,0.0,49.0,752.0,46.0,760.0,54.0,755.1429,49.142857
5,0,6,0,Callose,1.0,0.0,21.0,879.0,56.0,884.0,62.0,881.0,58.38095
6,0,7,0,Callose,1.0,0.0,176.0,887.0,57.0,906.0,75.0,897.1477,65.619316
7,0,8,0,Callose,1.0,0.0,27.0,826.0,72.0,831.0,78.0,828.0741,74.40741
8,0,9,0,Callose,1.0,0.0,67.0,839.0,73.0,848.0,83.0,843.38806,76.970146
9,0,10,0,Callose,1.0,0.0,28.0,898.0,80.0,904.0,87.0,900.3929,82.5
10,0,11,0,Callose,1.0,0.0,116.0,820.0,92.0,833.0,106.0,826.61206,97.72414
11,0,12,0,Callose,1.0,0.0,77.0,879.0,100.0,888.0,111.0,882.96106,104.67532
12,0,13,0,Callose,1.0,0.0,50.0,738.0,101.0,745.0,111.0,741.18,105.54
13,0,14,0,Callose,1.0,0.0,20.0,737.0,126.0,741.0,133.0,738.85,128.8
14,0,15,0,Callose,1.0,0.0,323.0,869.0,126.0,890.0,159.0,877.3901,142.05573
15,0,16,0,Callose,1.0,0.0,22.0,821.0,129.0,826.0,135.0,823.2273,131.77272
16,0,17,0,Callose,1.0,0.0,135.0,845.0,137.0,861.0,149.0,851.8444,142.28148
17,0,18,0,Callose,1.0,0.0,206.0,818.0,147.0,830.0,173.0,823.6505,159.24272
18,0,19,0,Callose,1.0,0.0,40.0,471.0,151.0,478.0,158.0,473.7,153.875
19,0,20,0,Callose,1.0,0.0,44.0,707.0,153.0,715.0,161.0,710.9545,156.40909
20,0,21,0,Callose,1.0,0.0,51.0,745.0,162.0,752.0,172.0,747.72546,166.41176
21,0,22,0,Callose,1.0,0.0,89.0,836.0,170.0,850.0,184.0,842.7865,176.35956
22,0,23,0,Callose,1.0,0.0,34.0,730.0,173.0,736.0,180.0,732.5,176.0
23,0,24,0,Callose,1.0,0.0,35.0,852.0,188.0,859.0,195.0,855.1429,190.88571
24,0,25,0,Callose,1.0,0.0,189.0,700.0,201.0,723.0,212.0,710.6878,206.31216
