object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,56.0,772.0,0.0,780.0,9.0,775.1786,3.482143
1,0,2,0,Callose,1.0,0.0,303.0,929.0,0.0,948.0,46.0,938.6766,23.79208
2,0,3,0,Callose,1.0,0.0,20.0,647.0,3.0,652.0,8.0,648.9,4.7
3,0,4,0,Callose,1.0,0.0,119.0,667.0,16.0,679.0,29.0,672.2101,22.546219
4,0,5,0,Callose,1.0,0.0,86.0,893.0,21.0,901.0,36.0,897.0814,27.813953
5,0,6,0,Callose,1.0,0.0,30.0,551.0,29.0,558.0,35.0,554.0,31.3
6,0,7,0,Callose,1.0,0.0,24.0,140.0,32.0,146.0,37.0,142.70833,33.958332
7,0,8,0,Callose,1.0,0.0,120.0,42.0,39.0,54.0,52.0,47.533333,45.358334
8,0,9,0,Callose,1.0,0.0,68.0,734.0,46.0,743.0,57.0,737.80884,50.89706
9,0,10,0,Callose,1.0,0.0,61.0,96.0,56.0,106.0,63.0,100.803276,59.04918
10,0,11,0,Callose,1.0,0.0,53.0,625.0,63.0,632.0,74.0,628.1321,68.22642
11,0,12,0,Callose,1.0,0.0,251.0,950.0,68.0,964.0,100.0,955.96014,86.0239
12,0,13,0,Callose,1.0,0.0,66.0,897.0,69.0,905.0,81.0,900.6061,73.818184
13,0,14,0,Callose,1.0,0.0,136.0,773.0,77.0,785.0,94.0,778.30145,84.57353
14,0,15,0,Callose,1.0,0.0,49.0,234.0,80.0,240.0,89.0,236.44897,83.938774
15,0,16,0,Callose,1.0,0.0,32.0,642.0,90.0,649.0,96.0,645.1875,92.3125
16,0,17,0,Callose,1.0,0.0,22.0,870.0,102.0,875.0,108.0,872.1818,104.545456
17,0,18,0,Callose,1.0,0.0,32.0,961.0,104.0,966.0,114.0,963.25,108.6875
18,0,19,0,Callose,1.0,0.0,78.0,772.0,115.0,782.0,126.0,775.97437,120.051285
19,0,20,0,Callose,1.0,0.0,331.0,903.0,116.0,915.0,177.0,908.28094,144.91843
20,0,21,0,Callose,1.0,0.0,41.0,963.0,125.0,970.0,134.0,966.5854,128.58537
21,0,22,0,Callose,1.0,0.0,34.0,146.0,145.0,152.0,153.0,148.85294,148.79411
22,0,23,0,Callose,1.0,0.0,101.0,619.0,145.0,630.0,158.0,623.901,151.18813
23,0,24,0,Callose,1.0,0.0,31.0,806.0,149.0,812.0,155.0,808.4516,151.41936
24,0,25,0,Callose,1.0,0.0,214.0,968.0,151.0,981.0,178.0,974.3037,163.12149
25,0,26,0,Callose,1.0,0.0,41.0,95.0,153.0,102.0,161.0,98.14634,156.31708
26,0,27,0,Callose,1.0,0.0,62.0,721.0,153.0,729.0,165.0,724.30646,158.69354
27,0,28,0,Callose,1.0,0.0,92.0,548.0,160.0,557.0,172.0,552.2826,165.53261
28,0,29,0,Callose,1.0,0.0,30.0,0.0,171.0,6.0,177.0,2.1,173.73334
29,0,30,0,Callose,1.0,0.0,182.0,670.0,174.0,681.0,196.0,675.17584,184.51648
30,0,31,0,Callose,1.0,0.0,96.0,871.0,177.0,880.0,191.0,875.11456,183.46875
31,0,32,0,Callose,1.0,0.0,62.0,834.0,179.0,842.0,189.0,837.6774,183.7742
32,0,33,0,Callose,1.0,0.0,33.0,847.0,184.0,853.0,191.0,849.51514,186.78787
33,0,34,0,Callose,1.0,0.0,422.0,910.0,186.0,925.0,247.0,917.4265,218.9455
34,0,35,0,Callose,1.0,0.0,53.0,46.0,195.0,52.0,206.0,48.660378,199.90565
35,0,36,0,Callose,1.0,0.0,48.0,851.0,204.0,861.0,212.0,855.3958,207.02083
36,0,37,0,Callose,1.0,0.0,258.0,894.0,206.0,907.0,255.0,899.7752,229.43411
37,0,38,0,Callose,1.0,0.0,267.0,980.0,206.0,996.0,238.0,987.9476,221.12733
38,0,39,0,Callose,1.0,0.0,48.0,595.0,216.0,605.0,222.0,599.5,218.5
39,0,40,0,Callose,1.0,0.0,38.0,152.0,223.0,157.0,234.0,154.13158,228.78947
40,0,41,0,Callose,1.0,0.0,50.0,881.0,231.0,889.0,239.0,884.22,234.7
41,0,42,0,Callose,1.0,0.0,54.0,636.0,234.0,644.0,243.0,639.37036,237.64815
42,0,43,0,Callose,1.0,0.0,52.0,763.0,235.0,770.0,243.0,766.0,238.5
43,0,44,0,Callose,1.0,0.0,42.0,620.0,243.0,626.0,252.0,622.5714,246.9762
44,0,45,0,Callose,1.0,0.0,73.0,33.0,249.0,41.0,260.0,36.36986,254.20547
45,0,46,0,Callose,1.0,0.0,124.0,916.0,252.0,925.0,272.0,920.0887,261.41934
46,0,47,0,Callose,1.0,0.0,159.0,990.0,264.0,1003.0,284.0,996.1572,272.5786
47,0,48,0,Callose,1.0,0.0,49.0,703.0,269.0,711.0,276.0,706.2857,272.26532
