object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,53.0,112.0,31.0,123.0,39.0,116.754715,34.698112
1,0,2,0,Callose,1.0,0.0,48.0,33.0,84.0,39.0,100.0,36.25,91.125
2,0,3,0,Callose,1.0,0.0,48.0,56.0,159.0,61.0,173.0,58.1875,165.0625
3,0,4,0,Callose,1.0,0.0,25.0,136.0,242.0,139.0,254.0,137.32,247.32
4,0,5,0,Callose,1.0,0.0,47.0,52.0,245.0,57.0,259.0,54.02128,251.38298
5,0,6,0,Callose,1.0,0.0,39.0,145.0,358.0,151.0,367.0,147.0,361.97437
6,0,7,0,Callose,1.0,0.0,47.0,44.0,466.0,54.0,474.0,48.51064,469.68085
7,0,8,Callose,Callose,1.0,0.0,95.0,216.0,549.0,223.0,568.0,218.91579,557.6737
8,0,9,Callose,Callose,1.0,0.0,22.0,217.0,572.0,222.0,579.0,218.95454,574.9545
9,0,10,0,Callose,1.0,0.0,51.0,42.0,832.0,52.0,839.0,46.215687,834.58826
10,0,11,0,Callose,1.0,0.0,27.0,426.0,941.0,432.0,950.0,428.4074,944.85187
