object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,55.0,392.0,0.0,398.0,10.0,394.45456,4.5636363
1,0,2,0,Callose,1.0,0.0,28.0,505.0,15.0,514.0,21.0,508.57144,17.428572
2,0,3,0,Callose,1.0,0.0,32.0,603.0,39.0,609.0,48.0,605.34375,42.875
3,0,4,0,Callose,1.0,0.0,49.0,622.0,60.0,627.0,72.0,624.2449,65.55102
4,0,5,0,Callose,1.0,0.0,37.0,548.0,89.0,553.0,98.0,550.02704,93.054054
5,0,6,0,Callose,1.0,0.0,54.0,593.0,110.0,600.0,120.0,595.8333,114.64815
6,0,7,0,Callose,1.0,0.0,54.0,617.0,113.0,623.0,125.0,619.5,118.72222
7,0,8,0,Callose,1.0,0.0,28.0,540.0,179.0,546.0,185.0,542.2143,181.5
8,0,9,0,Callose,1.0,0.0,44.0,349.0,182.0,356.0,191.0,352.27274,186.22728
9,0,10,0,Callose,1.0,0.0,20.0,592.0,184.0,597.0,189.0,594.1,185.95
10,0,11,0,Callose,1.0,0.0,48.0,389.0,193.0,395.0,204.0,391.5625,198.4375
11,0,12,0,Callose,1.0,0.0,29.0,352.0,201.0,356.0,210.0,353.51724,205.34483
12,0,13,0,Callose,1.0,0.0,56.0,177.0,210.0,184.0,221.0,179.89285,215.44643
13,0,14,0,Callose,1.0,0.0,219.0,535.0,213.0,545.0,245.0,538.88586,229.65753
14,0,15,0,Callose,1.0,0.0,53.0,662.0,226.0,670.0,237.0,665.15094,231.30188
15,0,16,0,Callose,1.0,0.0,21.0,722.0,243.0,727.0,248.0,723.8095,244.85715
16,0,17,0,Callose,1.0,0.0,46.0,592.0,261.0,598.0,270.0,594.13043,265.23914
17,0,18,0,Callose,1.0,0.0,189.0,278.0,270.0,290.0,292.0,283.43915,281.26456
18,0,19,0,Callose,1.0,0.0,33.0,616.0,281.0,622.0,289.0,618.3939,284.51514
19,0,20,0,Callose,1.0,0.0,60.0,607.0,301.0,613.0,314.0,609.4167,307.58334
20,0,21,0,Callose,1.0,0.0,72.0,501.0,319.0,508.0,332.0,503.7361,325.22223
21,0,22,0,Callose,1.0,0.0,20.0,674.0,327.0,678.0,334.0,675.4,329.6
22,0,23,0,Callose,1.0,0.0,23.0,534.0,351.0,539.0,357.0,536.087,353.0435
23,0,24,0,Callose,1.0,0.0,41.0,188.0,363.0,193.0,373.0,190.12195,367.41464
24,0,25,0,Callose,1.0,0.0,149.0,723.0,365.0,735.0,382.0,728.5369,372.97986
25,0,26,0,Callose,1.0,0.0,109.0,283.0,374.0,293.0,388.0,287.48624,380.37616
26,0,27,0,Callose,1.0,0.0,44.0,535.0,413.0,542.0,421.0,538.2045,416.25
27,0,28,0,Callose,1.0,0.0,62.0,373.0,442.0,381.0,452.0,376.14517,446.62903
28,0,29,0,Callose,1.0,0.0,137.0,535.0,456.0,544.0,476.0,539.0803,465.20438
29,0,30,0,Callose,1.0,0.0,49.0,540.0,569.0,548.0,578.0,543.7347,572.6531
30,0,31,0,Callose,1.0,0.0,26.0,463.0,573.0,469.0,579.0,465.0,575.0
31,0,32,0,Callose,1.0,0.0,23.0,470.0,580.0,475.0,586.0,472.26086,582.86957
32,0,33,0,Callose,1.0,0.0,38.0,600.0,589.0,607.0,596.0,602.8421,591.5789
33,0,34,0,Callose,1.0,0.0,47.0,270.0,640.0,277.0,649.0,273.1915,644.1702
34,0,35,0,Callose,1.0,0.0,48.0,724.0,685.0,731.0,695.0,726.3958,689.1458
35,0,36,0,Callose,1.0,0.0,36.0,304.0,691.0,311.0,698.0,307.30554,693.8611
36,0,37,0,Callose,1.0,0.0,22.0,747.0,957.0,752.0,962.0,749.2727,958.9545
