object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,39.0,828.0,24.0,834.0,34.0,830.3333,28.512821
1,0,2,0,Callose,1.0,0.0,21.0,325.0,46.0,330.0,52.0,327.0476,48.61905
2,0,3,0,Callose,1.0,0.0,25.0,835.0,48.0,841.0,53.0,837.72,50.08
3,0,4,0,Callose,1.0,0.0,25.0,1014.0,54.0,1020.0,60.0,1016.28,56.48
4,0,5,0,Callose,1.0,0.0,43.0,324.0,56.0,330.0,65.0,326.53488,60.2093
5,0,6,0,Callose,1.0,0.0,34.0,348.0,58.0,354.0,65.0,350.7647,60.882355
6,0,7,0,Callose,1.0,0.0,30.0,835.0,63.0,841.0,69.0,837.2,65.433334
7,0,8,0,Callose,1.0,0.0,73.0,937.0,66.0,946.0,77.0,941.43835,71.46575
8,0,9,0,Callose,1.0,0.0,46.0,284.0,70.0,291.0,78.0,287.13043,73.521736
9,0,10,0,Callose,1.0,0.0,43.0,997.0,85.0,1006.0,92.0,1000.76746,87.60465
10,0,11,0,Callose,1.0,0.0,68.0,327.0,129.0,333.0,143.0,329.64706,135.11765
11,0,12,0,Callose,1.0,0.0,39.0,773.0,133.0,779.0,142.0,775.1539,136.79488
12,0,13,0,Callose,1.0,0.0,24.0,770.0,156.0,775.0,162.0,771.8333,158.5
13,0,14,0,Callose,1.0,0.0,54.0,355.0,157.0,363.0,165.0,358.85184,160.5
14,0,15,0,Callose,1.0,0.0,42.0,938.0,173.0,944.0,183.0,940.7619,177.90475
15,0,16,0,Callose,1.0,0.0,49.0,833.0,182.0,840.0,191.0,835.7755,185.67346
16,0,17,0,Callose,1.0,0.0,64.0,993.0,183.0,1001.0,193.0,996.7656,187.48438
17,0,18,0,Callose,1.0,0.0,66.0,345.0,184.0,352.0,197.0,348.21213,189.71213
18,0,19,0,Callose,1.0,0.0,33.0,899.0,184.0,908.0,190.0,902.6667,186.24243
19,0,20,0,Callose,1.0,0.0,70.0,365.0,193.0,372.0,206.0,367.74286,199.4
20,0,21,0,Callose,1.0,0.0,32.0,283.0,244.0,288.0,252.0,285.0,247.65625
21,0,22,0,Callose,1.0,0.0,37.0,943.0,244.0,950.0,251.0,945.7027,246.89189
22,0,23,0,Callose,1.0,0.0,39.0,239.0,260.0,250.0,267.0,244.25641,263.35898
23,0,24,0,Callose,1.0,0.0,55.0,790.0,263.0,797.0,273.0,793.4909,267.30908
24,0,25,0,Callose,1.0,0.0,30.0,371.0,271.0,376.0,279.0,372.8,274.46667
25,0,26,0,Callose,1.0,0.0,63.0,546.0,278.0,556.0,289.0,549.92065,283.0635
26,0,27,0,Callose,1.0,0.0,50.0,277.0,297.0,283.0,308.0,279.48,302.72
27,0,28,0,Callose,1.0,0.0,43.0,404.0,338.0,411.0,347.0,406.90698,342.09302
28,0,29,0,Callose,1.0,0.0,21.0,828.0,351.0,833.0,356.0,830.0,353.0
29,0,30,0,Callose,1.0,0.0,28.0,368.0,354.0,372.0,363.0,369.5357,357.42856
30,0,31,0,Callose,1.0,0.0,31.0,952.0,363.0,957.0,371.0,953.8387,366.19354
31,0,32,0,Callose,1.0,0.0,65.0,416.0,367.0,422.0,381.0,418.7077,373.84616
32,0,33,0,Callose,1.0,0.0,27.0,365.0,369.0,369.0,376.0,366.44446,371.8889
33,0,34,0,Callose,1.0,0.0,63.0,774.0,370.0,783.0,379.0,777.6508,374.36508
34,0,35,0,Callose,1.0,0.0,49.0,283.0,394.0,291.0,403.0,286.26532,398.26532
35,0,36,0,Callose,1.0,0.0,58.0,541.0,394.0,549.0,404.0,544.89655,398.32758
36,0,37,0,Callose,1.0,0.0,22.0,983.0,401.0,988.0,407.0,984.9091,403.27274
37,0,38,0,Callose,1.0,0.0,49.0,362.0,428.0,368.0,441.0,364.4898,434.61224
38,0,39,0,Callose,1.0,0.0,68.0,936.0,452.0,946.0,461.0,940.7647,456.17648
39,0,40,0,Callose,1.0,0.0,53.0,359.0,459.0,366.0,468.0,361.8113,463.01886
40,0,41,0,Callose,1.0,0.0,55.0,409.0,467.0,416.0,478.0,411.70908,471.74545
