object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Callose,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,Callose,1.0,0.0,57.0,157.0,7.0,166.0,16.0,161.19298,11.22807
1,0,2,0,Callose,1.0,0.0,46.0,559.0,7.0,567.0,14.0,562.413,10.195652
2,0,3,0,Callose,1.0,0.0,25.0,337.0,16.0,343.0,21.0,339.4,17.96
3,0,4,0,Callose,1.0,0.0,64.0,393.0,19.0,402.0,31.0,396.29688,24.375
4,0,5,0,Callose,1.0,0.0,25.0,480.0,28.0,485.0,34.0,481.96,30.24
5,0,6,0,Callose,1.0,0.0,47.0,343.0,34.0,351.0,43.0,346.51065,37.70213
6,0,7,0,Callose,1.0,0.0,34.0,1019.0,35.0,1024.0,43.0,1021.2941,38.5
7,0,8,0,Callose,1.0,0.0,22.0,891.0,43.0,896.0,49.0,892.8182,45.090908
8,0,9,0,Callose,1.0,0.0,35.0,461.0,46.0,468.0,52.0,464.08572,48.314285
9,0,10,0,Callose,1.0,0.0,37.0,272.0,48.0,277.0,57.0,274.0,52.162163
10,0,11,0,Callose,1.0,0.0,117.0,923.0,50.0,934.0,71.0,927.89746,60.102566
11,0,12,0,Callose,1.0,0.0,23.0,177.0,57.0,182.0,63.0,179.21739,59.391304
12,0,13,0,Callose,1.0,0.0,94.0,878.0,57.0,887.0,71.0,881.95746,63.88298
13,0,14,0,Callose,1.0,0.0,34.0,548.0,61.0,555.0,68.0,550.82355,64.32353
14,0,15,0,Callose,1.0,0.0,143.0,591.0,62.0,602.0,79.0,595.6853,69.76224
15,0,16,0,Callose,1.0,0.0,26.0,472.0,67.0,477.0,73.0,474.0,69.5
16,0,17,0,Callose,1.0,0.0,56.0,167.0,75.0,180.0,82.0,173.26785,77.89286
17,0,18,0,Callose,1.0,0.0,181.0,342.0,86.0,358.0,103.0,348.76242,93.18232
18,0,19,0,Callose,1.0,0.0,30.0,144.0,96.0,151.0,102.0,147.13333,98.46667
19,0,20,0,Callose,1.0,0.0,23.0,902.0,98.0,906.0,105.0,903.4783,100.91304
20,0,21,0,Callose,1.0,0.0,20.0,892.0,99.0,897.0,104.0,893.75,100.75
21,0,22,0,Callose,1.0,0.0,135.0,928.0,108.0,938.0,127.0,932.363,116.22222
22,0,23,0,Callose,1.0,0.0,25.0,491.0,113.0,497.0,119.0,493.28,115.08
23,0,24,0,Callose,1.0,0.0,32.0,147.0,117.0,153.0,123.0,149.53125,119.65625
24,0,25,0,Callose,1.0,0.0,59.0,571.0,118.0,578.0,130.0,573.71185,122.881355
25,0,26,0,Callose,1.0,0.0,57.0,938.0,129.0,945.0,139.0,941.2105,133.35088
26,0,27,0,Callose,1.0,0.0,52.0,366.0,130.0,376.0,137.0,370.19232,133.5
27,0,28,0,Callose,1.0,0.0,43.0,550.0,149.0,557.0,156.0,553.2558,152.0
28,0,29,0,Callose,1.0,0.0,53.0,279.0,150.0,286.0,160.0,282.2264,155.0
29,0,30,0,Callose,1.0,0.0,80.0,939.0,151.0,947.0,167.0,942.5625,158.0125
30,0,31,0,Callose,1.0,0.0,38.0,966.0,152.0,972.0,159.0,968.5263,155.1579
31,0,32,0,Callose,1.0,0.0,104.0,907.0,161.0,916.0,176.0,911.375,168.07692
32,0,33,0,Callose,1.0,0.0,28.0,933.0,165.0,938.0,173.0,935.0357,168.42857
33,0,34,0,Callose,1.0,0.0,58.0,230.0,169.0,239.0,178.0,234.36208,172.96552
34,0,35,0,Callose,1.0,0.0,178.0,911.0,184.0,921.0,208.0,915.67413,195.17416
35,0,36,0,Callose,1.0,0.0,140.0,174.0,190.0,186.0,206.0,179.32857,197.04286
36,0,37,0,Callose,1.0,0.0,37.0,352.0,192.0,357.0,202.0,354.3784,196.62163
37,0,38,0,Callose,1.0,0.0,55.0,498.0,202.0,507.0,211.0,502.30908,206.21819
38,0,39,0,Callose,1.0,0.0,31.0,374.0,215.0,382.0,220.0,376.9355,216.80646
39,0,40,0,Callose,1.0,0.0,35.0,537.0,216.0,544.0,222.0,540.0571,218.68571
